0.5606984741,1.7391116687,-0.0541883368|-0.8738333878,-2.9998934086,0.0252890719

-4.0000000000,-1.0224829256,-0.0334287693|0.4056391607,-1.0943608393,0.1861632101
0.4056391607,-1.0943608393,0.1861632101|0.3591059480,1.7578163276,0.3283253815
0.3591059480,1.7578163276,0.3283253815|-0.8914981755,-2.9996994654,0.0424631316

-4.0000000000,-1.0281388294,-0.0288300337|0.6689596205,-0.8310403795,0.1011271864
0.6689596205,-0.8310403795,0.1011271864|0.7757862018,1.6995172931,0.1715634864
0.7757862018,1.6995172931,0.1715634864|-0.8977729473,-2.9999850948,0.0094567946

-4.0000000000,-1.0357751085,-0.0185231254|0.2006641160,-1.2993358840,-0.1276986610
0.2006641160,-1.2993358840,-0.1276986610|0.0064465206,1.7961280841,-0.2081499723
0.0064465206,1.7961280841,-0.2081499723|-0.9568880612,-2.9999649437,-0.0145029882

-4.0000000000,-1.0394282467,-0.0082690948|0.2435829089,-1.2564170911,-0.0458642945
0.2435829089,-1.2564170911,-0.0458642945|0.0876458390,1.7931953717,-0.0728817446
0.0876458390,1.7931953717,-0.0728817446|-0.9280707505,-2.9999979641,-0.0034950576

-4.0000000000,-1.0401841359,0.0028635269|0.2023568035,-1.2976431965,0.2630391004
0.2023568035,-1.2976431965,0.2630391004|0.0136451232,1.7825894883,0.4537419232
0.0136451232,1.7825894883,0.4537419232|-0.9616720084,-2.9996430174,0.0462792387

-4.0000000000,-1.0380852794,0.0131330141|0.4427153821,-1.0572846179,-0.0765024949
0.4427153821,-1.0572846179,-0.0765024949|0.4305562110,1.7563402523,-0.1332697364
0.4305562110,1.7563402523,-0.1332697364|-0.8618184035,-2.9999543536,-0.0165492162

-4.0000000000,-1.0340801688,0.0214827061|0.6744021136,-0.8255978864,-0.2823459921
0.6744021136,-0.8255978864,-0.2823459921|0.7862414859,1.6819638728,-0.4453335157
0.7862414859,1.6819638728,-0.4453335157|-0.9379926753,-2.9998455174,0.0304445634

-4.0000000000,-1.0273648269,0.0295657033|0.3361744229,-1.1638255771,-0.1416921496
0.3361744229,-1.1638255771,-0.1416921496|0.2437165201,1.7741151303,-0.2577265543
0.2437165201,1.7741151303,-0.2577265543|-0.9029120859,-2.9996878558,-0.0432754863

-4.0000000000,-1.0172572126,0.0364026534|0.4090811344,-1.0909188656,0.1993207502
0.4090811344,-1.0909188656,0.1993207502|0.3614717207,1.7587832492,0.3046188907
0.3614717207,1.7587832492,0.3046188907|-0.8938528556,-2.9999942700,-0.0058634451

-4.0000000000,-1.0054857323,0.0399107918|0.6163107137,-0.8836892863,0.2218188999
0.6163107137,-0.8836892863,0.2218188999|0.6847341183,1.7096843795,0.3240121287
0.6847341183,1.7096843795,0.3240121287|-0.9091752166,-2.9997321761,-0.0400858062

-4.0000000000,-1.0000000000,0.0434779231|0.3002653856,-1.1997346144,-0.0232161292
0.3002653856,-1.1997346144,-0.0232161292|0.1615402732,1.7870025648,-0.0695382949
0.1615402732,1.7870025648,-0.0695382949|-0.9352744046,-2.9997700868,-0.0371406311

-4.0000000000,-0.9886327061,0.0419656339|0.3276437866,-1.1723562134,0.1214770497
0.3276437866,-1.1723562134,0.1214770497|0.2022584199,1.7811210599,0.1757410259
0.2022584199,1.7811210599,0.1757410259|-0.9359538211,-2.9999824655,-0.0102570339

-4.0000000000,-0.9783575379,0.0377085353|0.7394890571,-0.7605109429,0.1143069815
0.7394890571,-0.7605109429,0.1143069815|0.8518782200,1.6846372508,0.1538248600
0.8518782200,1.6846372508,0.1538248600|-0.9614941413,-2.9997165816,-0.0412362723

-4.0000000000,-0.9690450157,0.0305306198|0.5066820656,-0.9933179344,-0.2393675963
0.5066820656,-0.9933179344,-0.2393675963|0.4919839938,1.7356302238,-0.4028000793
0.4919839938,1.7356302238,-0.4028000793|-0.9276734048,-2.9998739866,-0.0274966243

-4.0000000000,-0.9609506892,0.0191175607|0.5701055904,-0.9298944096,0.2057859121
0.5701055904,-0.9298944096,0.2057859121|0.5881574264,1.7265344180,0.3142891359
0.5881574264,1.7265344180,0.3142891359|-0.9271775358,-2.9999672274,-0.0140226363

-4.0000000000,-0.9579875561,0.0111930497|0.6852619134,-0.8147380866,0.0281798858
0.6852619134,-0.8147380866,0.0281798858|0.7622908703,1.7046488183,0.0373141484
0.7622908703,1.7046488183,0.0373141484|-0.9393201527,-2.9999844653,-0.0096544300

-4.0000000000,-0.9565800122,0.0022437599|0.6929531590,-0.8070468410,-0.2517971765
0.6929531590,-0.8070468410,-0.2517971765|0.7724916547,1.6891914943,-0.3869246118
0.7724916547,1.6891914943,-0.3869246118|-0.9785188035,-2.9998330694,0.0316473684

-4.0000000000,-0.9569283970,-0.0059301618|0.2956938703,-1.2043061297,-0.0795573560
0.2956938703,-1.2043061297,-0.0795573560|0.1232976600,1.7893398061,-0.1308677512
0.1232976600,1.7893398061,-0.1308677512|-0.9759135662,-2.9999785425,-0.0113465655

-4.0000000000,-0.9609452020,-0.0191063486|0.3933408818,-1.1066591182,-0.2178370732
0.3933408818,-1.1066591182,-0.2178370732|0.2981360405,1.7638101721,-0.3476814120
0.2981360405,1.7638101721,-0.3476814120|-0.9454339720,-2.9999767911,-0.0118005394

-4.0000000000,-0.9687888772,-0.0302687233|0.6438048254,-0.8561951746,-0.2751556633
0.6438048254,-0.8561951746,-0.2751556633|0.7057874036,1.7002088609,-0.4099653690
0.7057874036,1.7002088609,-0.4099653690|-0.9541784231,-2.9996525581,0.0456566595

-4.0000000000,-0.9751061967,-0.0356458743|0.5294516925,-0.9705483075,-0.0818051123
0.5294516925,-0.9705483075,-0.0818051123|0.5321819100,1.7426348626,-0.1094549199
0.5321819100,1.7426348626,-0.1094549199|-0.9006538944,-2.9999257997,0.0210996770

-4.0000000000,-0.9844404572,-0.0405984043|0.5464805517,-0.9535194483,-0.2818312712
0.5464805517,-0.9535194483,-0.2818312712|0.5646850585,1.7231860945,-0.4238552707
0.5646850585,1.7231860945,-0.4238552707|-0.9230089348,-2.9998299317,0.0319434021

-4.0000000000,-0.9964400863,-0.0433319376|0.3304202223,-1.1695797777,0.2208622420
0.3304202223,-1.1695797777,0.2208622420|0.2129083310,1.7695260194,0.4001738573
0.2129083310,1.7695260194,0.4001738573|-0.9391163895,-2.9993550091,0.0622055409

-4.0000000000,-1.0102078432,-0.0422626281|0.4357303008,-1.0642696992,0.1114387184
0.4357303008,-1.0642696992,0.1114387184|0.4013337964,1.7579348694,0.2092302010
0.4013337964,1.7579348694,0.2092302010|-0.8874196422,-2.9997155192,0.0413134830

-4.0000000000,-1.0186781270,-0.0392613980|0.5668641859,-0.9331358141,-0.0466772285
0.5668641859,-0.9331358141,-0.0466772285|0.6167528537,1.7302802467,-0.0510021748
0.6167528537,1.7302802467,-0.0510021748|-0.8707085811,-2.9998816000,0.0266530619

-4.0000000000,-1.0259723126,-0.0348678760|0.7246814366,-0.7753185634,0.2457170019
0.7246814366,-0.7753185634,0.2457170019|0.8545169143,1.6720067729,0.3910564264
0.8545169143,1.6720067729,0.3910564264|-0.9619512252,-2.9998947683,-0.0251272623

-4.0000000000,-1.0361225789,-0.0241968819|0.4911141288,-1.0088858712,0.2044339377
0.4911141288,-1.0088858712,0.2044339377|0.5077674180,1.7371076260,0.3442252514
0.5077674180,1.7371076260,0.3442252514|-0.8732526983,-2.9999095040,0.0233016722

-4.0000000000,-1.0399850982,-0.0170740072|0.7364990036,-0.7635009964,-0.0554079226
0.7364990036,-0.7635009964,-0.0554079226|0.8791620866,1.6804860027,-0.0751878467
0.8791620866,1.6804860027,-0.0751878467|-0.9229259916,-2.9999341738,0.0198734143

-4.0000000000,-1.0432754905,-0.0041906708|0.6874269338,-0.8125730662,0.2285055846
0.6874269338,-0.8125730662,0.2285055846|0.8102994133,1.6839580020,0.3524399818
0.8102994133,1.6839580020,0.3524399818|-0.9219138027,-2.9998361086,-0.0313579539

-4.0000000000,-1.0426162737,0.0086129565|0.4299432082,-1.0700567918,0.0961312276
0.4299432082,-1.0700567918,0.0961312276|0.4124237707,1.7582466930,0.1520073911
0.4124237707,1.7582466930,0.1520073911|-0.8612437455,-2.9999980654,0.0034070135

-4.0000000000,-1.0375747908,0.0218738404|0.5159990065,-0.9840009935,0.3335749280
0.5159990065,-0.9840009935,0.3335749280|0.5480508357,1.7178054100,0.5200576958
0.5480508357,1.7178054100,0.5200576958|-0.8992703386,-2.9998910799,-0.0255638227

-4.0000000000,-1.0290634188,0.0323364730|0.5121082531,-0.9878917469,-0.0478442686
0.5121082531,-0.9878917469,-0.0478442686|0.5370190494,1.7421457794,-0.0963573851
0.5370190494,1.7421457794,-0.0963573851|-0.8614829926,-2.9998965273,-0.0249163679

-4.0000000000,-1.0199873231,0.0386113548|0.7716825475,-0.7283174525,0.2520873648
0.7716825475,-0.7283174525,0.2520873648|0.9176857040,1.6602758996,0.3589484925
0.9176857040,1.6602758996,0.3589484925|-0.9958738868,-2.9988378143,-0.0834970866

-4.0000000000,-1.0070637350,0.0429002733|0.7803377826,-0.7196622174,0.2655901927
0.7803377826,-0.7196622174,0.2655901927|0.9232723361,1.6577624122,0.3763414667
0.9232723361,1.6577624122,0.3763414667|-1.0134294946,-2.9985933542,-0.0918580227

-4.0000000000,-1.0000000000,0.0813722764|0.7346587624,-0.7653412376,-0.0407910769
0.7346587624,-0.7653412376,-0.0407910769|0.8560991424,1.6849348714,-0.1040129396
0.8560991424,1.6849348714,-0.1040129396|-0.9430943419,-2.9996348336,-0.0468066777

-4.0000000000,-0.9852202142,0.0800187809|0.5462704603,-0.9537295397,0.2371410492
0.5462704603,-0.9537295397,0.2371410492|0.5648552708,1.7293369855,0.3298696939
0.5648552708,1.7293369855,0.3298696939|-0.9105049643,-2.9995156900,-0.0539038537

-4.0000000000,-0.9691625648,0.0753027221|0.5254110574,-0.9745889426,-0.0512190333
0.5254110574,-0.9745889426,-0.0512190333|0.5221515164,1.7437553053,-0.1272186898
0.5221515164,1.7437553053,-0.1272186898|-0.9050247225,-2.9994845983,-0.0556070548

-4.0000000000,-0.9555646735,0.0681685347|0.6723995998,-0.8276004002,-0.0262872308
0.6723995998,-0.8276004002,-0.0262872308|0.7418455152,1.7081000628,-0.0775481565
0.7418455152,1.7081000628,-0.0775481565|-0.9364776269,-2.9996783435,-0.0439298932

-4.0000000000,-0.9393384594,0.0542367482|0.4733136826,-1.0266863174,0.0342655213
0.4733136826,-1.0266863174,0.0342655213|0.4189133045,1.7593002091,0.0218274110
0.4189133045,1.7593002091,0.0218274110|-0.9304919852,-2.9997888471,-0.0355931558

-4.0000000000,-0.9251196114,0.0318492508|0.8634005222,-0.6365994778,-0.2917032052
0.8634005222,-0.6365994778,-0.2917032052|0.9981255775,1.6343751537,-0.4427866736
0.9981255775,1.6343751537,-0.4427866736|-1.1540629543,-2.9989650931,0.0787932123

-4.0000000000,-0.9199432540,0.0145727414|0.7928965667,-0.7071034333,-0.1482269484
0.7928965667,-0.7071034333,-0.1482269484|0.8985398750,1.6718567072,-0.2290327758
0.8985398750,1.6718567072,-0.2290327758|-1.0366889566,-2.9999381238,0.0192679391

-4.0000000000,-0.9196829906,-0.0130623645|0.3723079977,-1.1276920023,0.0454398744
0.3723079977,-1.1276920023,0.0454398744|0.2339799127,1.7799367926,0.0843444518
0.2339799127,1.7799367926,0.0843444518|-0.9744732941,-2.9999500969,0.0173036502

-4.0000000000,-0.9237280647,-0.0283555858|0.4555899158,-1.0444100842,-0.2233838820
0.4555899158,-1.0444100842,-0.2233838820|0.3797856972,1.7542877909,-0.3458873638
0.3797856972,1.7542877909,-0.3458873638|-0.9609280269,-2.9999998181,0.0010447445

-4.0000000000,-0.9340273268,-0.0476345858|0.3587628453,-1.1412371547,0.1315325572
0.3587628453,-1.1412371547,0.1315325572|0.2200452025,1.7767581633,0.2514768861
0.2200452025,1.7767581633,0.2514768861|-0.9721498294,-2.9994757041,0.0560847609

-4.0000000000,-0.9510936647,-0.0650355114|0.6655723298,-0.8344276702,-0.0268127190
0.6655723298,-0.8344276702,-0.0268127190|0.7292220400,1.7109783684,-0.0059594304
0.7292220400,1.7109783684,-0.0059594304|-0.9357256378,-2.9996585006,0.0452645516

-4.0000000000,-0.9709693156,-0.0760175423|0.4340775062,-1.0659224938,0.0857475595
0.4340775062,-1.0659224938,0.0857475595|0.3735176296,1.7620732792,0.1889191940
0.3735176296,1.7620732792,0.1889191940|-0.9170248219,-2.9993073921,0.0644605882

-4.0000000000,-0.9986844701,-0.0813616418|0.3215638225,-1.1784361775,-0.1564368622
0.3215638225,-1.1784361775,-0.1564368622|0.1984901442,1.7804828986,-0.2078398985
0.1984901442,1.7804828986,-0.2078398985|-0.9311802003,-2.9998098993,0.0337722938

-4.0000000000,-1.0153666846,-0.0799081496|0.4646640670,-1.0353359330,-0.2099139535
0.4646640670,-1.0353359330,-0.2099139535|0.4522157769,1.7478150782,-0.2909560608
0.4522157769,1.7478150782,-0.2909560608|-0.8858814165,-2.9996967121,0.0426571843

-4.0000000000,-1.0336641336,-0.0740822076|0.4184000240,-1.0815999760,0.1909564548
0.4184000240,-1.0815999760,0.1909564548|0.3876534740,1.7524079520,0.3609550213
0.3876534740,1.7524079520,0.3609550213|-0.8825338191,-2.9992206924,0.0683757132

-4.0000000000,-1.0480282887,-0.0656866109|0.5156350813,-0.9843649187,-0.0657307501
0.5156350813,-0.9843649187,-0.0657307501|0.5540444595,1.7400076027,-0.0657573802
0.5540444595,1.7400076027,-0.0657573802|-0.8474221945,-2.9996891984,0.0431823236

-4.0000000000,-1.0619414750,-0.0527702667|0.1995335743,-1.3004664257,-0.0324612208
0.1995335743,-1.3004664257,-0.0324612208|0.0235260437,1.7983688598,-0.0174751784
0.0235260437,1.7983688598,-0.0174751784|-0.9311793609,-2.9998185742,0.0329927572

-4.0000000000,-1.0753731707,-0.0306648415|0.2599380791,-1.2400619209,-0.2445828648
0.2599380791,-1.2400619209,-0.2445828648|0.1433255924,1.7763066641,-0.3960535184
0.1433255924,1.7763066641,-0.3960535184|-0.9006612136,-2.9999524076,-0.0168982796

-4.0000000000,-1.0800134794,-0.0148084599|0.7114407170,-0.7885592830,-0.1386746735
0.7114407170,-0.7885592830,-0.1386746735|0.8641715092,1.6803778003,-0.2035843066
0.8641715092,1.6803778003,-0.2035843066|-0.8959858808,-2.9998315188,0.0317940040

-4.0000000000,-1.0813716481,-0.0003197720|0.5294594440,-0.9705405560,0.1704305729
0.5294594440,-0.9705405560,0.1704305729|0.5954780136,1.7275149094,0.2721411428
0.5954780136,1.7275149094,0.2721411428|-0.8367054879,-2.9999999870,0.0002793260

-4.0000000000,-1.0789918170,0.0195381734|0.6183377249,-0.8816622751,0.1059485501
0.6183377249,-0.8816622751,0.1059485501|0.7290253038,1.7088906469,0.1544185121
0.7290253038,1.7088906469,0.1544185121|-0.8476004701,-2.9999360337,-0.0195906584

-4.0000000000,-1.0708204715,0.0400737843|0.5271639337,-0.9728360663,0.3248687457
0.5271639337,-0.9728360663,0.3248687457|0.5853218444,1.7142282167,0.4939066644
0.5853218444,1.7142282167,0.4939066644|-0.8743352118,-2.9997162290,-0.0412619122

-4.0000000000,-1.0620789703,0.0526084481|0.6954669130,-0.8045330870,0.3616013834
0.6954669130,-0.8045330870,0.3616013834|0.8309490160,1.6655189428,0.5241472263
0.8309490160,1.6655189428,0.5241472263|-0.9588974050,-2.9979301978,-0.1114205057

-4.0000000000,-1.0430643528,0.0690428048|0.1764013527,-1.3235986473,0.1826569104
0.1764013527,-1.3235986473,0.1826569104|-0.0331773207,1.7964642919,0.2675345671
-0.0331773207,1.7964642919,0.2675345671|-0.9661312146,-2.9999781730,-0.0114438347

-4.0000000000,-1.0234914296,0.0779076383|0.2262687819,-1.2737312181,-0.1897026212
0.2262687819,-1.2737312181,-0.1897026212|0.0451549338,1.7850781229,-0.3833885421
0.0451549338,1.7850781229,-0.3833885421|-0.9593149108,-2.9985071323,-0.0946307437

-4.0000000000,-1.0038095888,0.0812830511|0.6292132381,-0.8707867619,-0.0819379635
0.6292132381,-0.8707867619,-0.0819379635|0.7034600416,1.7130125265,-0.1730399110
0.7034600416,1.7130125265,-0.1730399110|-0.8974767675,-2.9995724931,-0.0506444361

